vw,f,vs,Ra
-3.111583193,-4.210624752,4.004596193,-0.326854622
-2.433242661,-3.35600563,3.823187135,-0.372371299
-2.592749294,-3.686716887,4.00267539,-0.324459488
-3.515693018,-4.211945097,3.603811537,-0.184248455
-2.2446915,-3.341042391,4.003224367,-0.45154204
-3.274816767,-4.196174969,3.820821528,-0.184334937
-3.002500188,-3.687190024,3.594702678,-0.275834413
-2.779359409,-3.701409899,3.820740987,-0.298608143
-3.279802334,-4.209334679,3.823281964,-0.184250289
-3.254209598,-4.185503724,3.827669111,-0.186694562
-3.099947497,-4.195622746,4.006221415,-0.331841825
-2.816280935,-3.388075583,3.849846668,-0.264542705
-3.019648106,-3.701673146,3.594731568,-0.272414278
-3.252400348,-4.190351557,3.827676739,-0.186845354
-3.496859643,-4.209144933,3.612460444,-0.187004916
-2.255816296,-3.356226904,4.009682908,-0.450247096
-2.657950523,-3.352398567,3.603819708,-0.363630603
-2.246860234,-3.34771475,4.009851341,-0.452215129
-2.653598572,-3.348941871,3.600393691,-0.363339975
-3.277798291,-4.200662949,3.821287959,-0.184346629
-3.534313411,-4.201861376,3.591137152,-0.184335522
-3.256170942,-4.187302581,3.824522428,-0.185823199
-2.778283874,-3.699529368,3.820583809,-0.297683831
-2.974650047,-3.680550574,3.613350652,-0.280986304
-2.581673658,-3.667015951,3.999233574,-0.328853997
-3.275353049,-4.225520823,3.835837015,-0.185275986
-2.749953758,-3.674393758,3.824098549,-0.304314572
-2.448447531,-3.369255536,3.823185551,-0.369192197
-2.429684425,-3.347627737,3.817803939,-0.373272326
-2.657145454,-3.349438143,3.596684942,-0.36209217
-2.253865989,-3.351070691,4.004598425,-0.448954404
-2.442605947,-3.361880026,3.817670488,-0.369374618
-2.989238752,-3.680474292,3.597100337,-0.277556302
-2.7799072,-3.703927968,3.823446909,-0.297290737
-2.774925863,-3.702312249,3.824523781,-0.298929693
-2.668367191,-3.359022859,3.601401745,-0.361016795
-2.785922105,-3.702023782,3.81946484,-0.298059864
-3.528493027,-4.204095294,3.591067166,-0.182058169
-2.738883842,-3.679596503,3.835909249,-0.305259148
-2.433031382,-3.357210144,3.826528543,-0.37256935
-3.239315782,-4.173154051,3.826255727,-0.188012391
-3.473501649,-4.180377242,3.60193885,-0.186822996
-3.456477642,-3.363326229,3.731955413,-0.2824901
-2.629682981,-4.511406848,3.921666263,-0.357906218
-2.427379734,-3.349120061,3.823403929,-0.374100152
-2.445317047,-2.951220154,3.956503501,-0.362803142
-2.749790902,-3.687516566,3.837082731,-0.305379634
-3.084043137,-4.186807783,4.009115566,-0.333578508
-3.081980342,-4.177416691,4.006242217,-0.335486146
-2.411579374,-3.335593498,3.8270612,-0.380738663
-2.433793675,-3.355053187,3.822556919,-0.372139589
-2.657141218,-3.347643745,3.593153007,-0.361596955
-2.258104865,-3.350772064,3.99653313,-0.446664798
-3.107664273,-4.202949158,4.005540067,-0.330992205
-2.249038009,-3.346164544,4.005481584,-0.451193133
-3.088815471,-4.183030701,4.004685247,-0.33119855
-2.417097352,-3.347161421,3.833452266,-0.376687493
-3.319895589,-2.998642544,3.661181177,-0.362739908
-2.599804666,-3.70744495,4.012784449,-0.324449013
-2.765844374,-3.685508279,3.820624578,-0.301572115
-2.659457138,-3.35334699,3.597234957,-0.358767491
-2.995179467,-3.687713014,3.599445919,-0.276506116
-3.480374393,-4.181096759,3.601029609,-0.18701732
-3.248652591,-5.844367876,3.739627367,-0.294835105
-3.513742416,-4.214288348,3.607256886,-0.185259304
-3.531504963,-4.203453602,3.587807423,-0.181789364
-2.766297606,-3.695106965,3.827784515,-0.301851635
-2.411948089,-3.331678595,3.82162793,-0.379619949
-3.014962166,-3.70902403,3.607802932,-0.273447448
-2.264691129,-3.36456851,4.005464613,-0.445903885
-1.981611784,-2.746751749,3.772806928,-0.2765365
-3.118615623,-4.209442419,4.000499928,-0.327727179
-2.592246338,-3.695400711,4.011320035,-0.325456676
-2.779415948,-3.70330222,3.823718968,-0.297899836
-3.094892197,-4.205019483,4.012806474,-0.331137023
-3.494620125,-4.187353126,3.598412267,-0.186511971
-2.994835692,-3.689688897,3.60331294,-0.27638067
-2.661605055,-3.35372337,3.602365431,-0.363895189
-2.976849004,-3.683859467,3.611623905,-0.278949778
-3.092858253,-4.193123569,4.007280891,-0.331863819
-3.107233451,-4.200618328,4.006154212,-0.3321173
-3.509021114,-4.199429593,3.601242096,-0.18629745
-2.592271464,-3.688433498,4.003007121,-0.323025315
-2.445016588,-3.363224649,3.819197395,-0.370219215
-2.261166863,-3.360047888,4.00523699,-0.447282899
-3.092894191,-4.209420599,4.013042417,-0.329232418
-2.260554817,-3.355524672,4.003679986,-0.448924806
-2.26347063,-3.361200268,4.00395622,-0.445933074
-3.090431188,-4.191467771,4.006804935,-0.331622572
-3.519171106,-4.192772731,3.591335707,-0.183946469
-3.500674031,-4.200091025,3.605059268,-0.185523995
-2.255897266,-3.351981678,4.003909492,-0.44988133
-2.410977317,-3.335535932,3.825953499,-0.377504582
-2.652242506,-3.353650288,3.610217704,-0.362997148
-2.4158237,-3.336815816,3.823667744,-0.378505098
-2.759725164,-3.683481919,3.823145984,-0.302255391
-2.793682095,-3.707450985,3.814038653,-0.295149111
-3.107638446,-4.212364828,4.008596363,-0.329326377
-2.609057836,-3.700309543,3.995734394,-0.3187802
-3.093204461,-4.184099095,4.003013762,-0.33237244
-2.257831826,-3.356910277,4.007049921,-0.449993506
-3.245973443,-4.186698807,3.824395784,-0.185443008
-3.114174572,-4.211517283,4.004347452,-0.328254585
-3.093924366,-4.194437345,4.008077868,-0.333515394
-2.432621288,-3.355050704,3.826729763,-0.374543381
-2.762826917,-3.688300078,3.824985894,-0.301027206
-3.51474594,-4.204608143,3.597362171,-0.183908969
-2.988105903,-3.690267522,3.61063906,-0.278692923
-2.776224097,-3.701350816,3.824143862,-0.297547254
-2.260411427,-3.357369789,4.003316592,-0.446528196
-2.995600816,-3.693127036,3.608639374,-0.277385125
-3.510882247,-4.199143888,3.594232838,-0.183998027
-3.085954288,-4.192410491,4.013495979,-0.333330768
-2.431107614,-3.345880131,3.812714544,-0.372865417
-2.672871687,-3.363923824,3.603826274,-0.361325973
-2.773273168,-3.696974892,3.823214157,-0.300112189
-2.4241834,-3.345857354,3.820812397,-0.375215722
-2.259014016,-3.3554681,4.005154576,-0.448689481
-2.760384867,-3.689660623,3.829949758,-0.304558585
-3.481987939,-4.172640994,3.59145757,-0.185165735
-3.502732459,-4.193909559,3.594886078,-0.184421263
-3.017244332,-3.704007137,3.59760305,-0.273907228
-3.505814141,-4.207251007,3.60945273,-0.186399952
-2.663151617,-3.355725492,3.600020517,-0.361660096
-3.287995638,-4.219653739,3.822890762,-0.18171347
-3.122578948,-4.219960282,4.002893149,-0.325168358
-2.253250598,-3.353664565,4.00890995,-0.450502503
-3.232569744,-4.166421618,3.827961282,-0.188939469
-2.441524593,-3.364795736,3.825753183,-0.369856732
-2.583547627,-3.68032629,4.005997806,-0.327798203
-2.596310296,-3.690643351,4.004466279,-0.325354052
-2.244365852,-3.342406837,4.007873386,-0.454111729
-2.357044142,-4.832163183,4.006797298,-0.365818216
-2.662824495,-3.348875299,3.591768485,-0.361322058
-2.978670362,-3.684070502,3.610226948,-0.278400897
-2.43774453,-3.357987802,3.824573757,-0.374152977
-2.240717791,-3.339096462,4.009845347,-0.454765808
-3.513997904,-4.201430425,3.597976074,-0.183179699
-2.989926914,-3.689021747,3.604111387,-0.27792916
-2.781096697,-3.700832513,3.821813854,-0.298189192
-2.430705491,-3.345412005,3.813102187,-0.372713008
-2.441024922,-3.364113998,3.825319405,-0.370312344
-3.296446202,-4.229816901,3.827905016,-0.182182949
-3.268661186,-4.207139909,3.829359485,-0.185150157
-3.109066216,-4.221826744,4.013350725,-0.33063921
-2.430831894,-3.354555817,3.826976109,-0.374379969
-3.2593112,-4.180172016,3.819404319,-0.184645874
-2.433247256,-3.355837186,3.824519761,-0.374191475
-2.668579003,-3.356884286,3.596144209,-0.361397287
-2.595863403,-3.69178373,4.004772103,-0.324394155
-2.259074902,-3.355799074,4.004603985,-0.448479711
-2.993548752,-3.687962152,3.600411823,-0.2760333
-2.656200469,-3.351236042,3.601432221,-0.363817599
-2.753067022,-3.680362602,3.826759056,-0.303647035
-2.416290528,-3.34544942,3.832244377,-0.3800775
-2.607442257,-3.698931593,3.997751479,-0.320386881
-3.275313369,-4.207260911,3.823227613,-0.183489832
-2.982303314,-3.675399096,3.601237411,-0.280257356
-3.097028012,-4.189966219,4.003710123,-0.330860726
-2.767244258,-3.683361782,3.815190379,-0.300240474
-2.590172512,-3.68492659,4.004001281,-0.326957389
-3.265641432,-4.190408573,3.822696843,-0.185716994
-2.432099699,-3.359831499,3.828761631,-0.37199413
-3.07570304,-4.176503207,4.011596229,-0.336663883
-3.245664353,-4.174740794,3.824146933,-0.186668564
-2.985470165,-3.685919136,3.608504632,-0.278385004
-3.496404592,-3.744992488,3.824055778,-0.344074742
-2.75005535,-3.689076694,3.836643529,-0.30333896
-3.050024788,-3.441375746,3.910393289,-0.260750675
-3.484532875,-4.190567772,3.608333695,-0.187252367
-2.980165828,-3.684867262,3.606679652,-0.277039417
-3.516077113,-4.20905923,3.603469979,-0.184921682
-3.449034967,-4.300052278,3.600544792,-0.293016516
-3.283224509,-4.209647971,3.823165005,-0.184038051
-3.528934127,-4.234567111,3.608657015,-0.182154892
-2.428606261,-3.352125795,3.82479769,-0.372708476
-3.120291609,-4.228320084,4.009995807,-0.327077473
-3.10606565,-4.202661596,4.00563883,-0.330987238
-2.445993069,-3.364994576,3.821219562,-0.368649935
-3.010478865,-3.694572223,3.596941239,-0.275209229
-2.248696306,-3.350088877,4.009835516,-0.451647642
-3.276451441,-4.207647317,3.824844835,-0.183770398
-2.427438561,-3.35279525,3.828111943,-0.375065698
-2.988193222,-3.690279314,3.611739801,-0.278073053
-2.75752074,-3.685942229,3.829982089,-0.303903993
-2.646685433,-3.34143593,3.599546557,-0.363766304
-2.518160652,-4.729133523,3.944897372,-0.290527994
-3.271844541,-4.195126199,3.818570971,-0.183904961
-3.011021346,-3.684636611,3.578620352,-0.272294179
-3.107240427,-4.208674509,4.007375185,-0.329503028
-2.595746897,-3.692794734,4.005049708,-0.324555654
-3.536541511,-4.215626307,3.593637512,-0.1836973
-3.287865406,-4.207261751,3.819396905,-0.1821958
-3.264731917,-4.19092615,3.82284614,-0.184561716
-2.657499519,-3.353034327,3.605310815,-0.36264442
-2.495202029,-2.508248144,3.617733083,-0.281608912
-3.000020867,-3.68628047,3.592354708,-0.274667472
-2.656455487,-3.347720867,3.59673864,-0.363395182
-3.105326495,-4.199373754,4.004774125,-0.330986952
-2.654885368,-3.346681495,3.597045805,-0.363496997
-2.577226643,-3.679558835,4.012832366,-0.329384217
-2.252553901,-3.446915957,3.823054535,-0.34775849
-2.676776617,-3.362384735,3.597702021,-0.358144213
-2.665348133,-3.357371667,3.597763399,-0.358631185
-2.420190838,-3.349051629,3.833130346,-0.37607397
-3.269379313,-4.187992907,3.816956194,-0.185321993
-2.655203208,-3.355196896,3.610449139,-0.363044924
-3.152225106,-4.238584271,3.999394247,-0.32553488
-2.423288482,-3.34584002,3.824317927,-0.37540176
-2.438936116,-3.356488436,3.812325798,-0.367817865
-2.996619782,-3.691364495,3.604118216,-0.275119304
-2.435680325,-3.355759544,3.824372989,-0.372444481
-2.607827664,-3.701144447,4.00275824,-0.321888932
-3.249436861,-4.189095991,3.831494929,-0.187356046
-2.981877293,-3.683002319,3.606340813,-0.27667119
-2.939357376,-5.337781242,3.787189462,-0.291272667
-2.768429273,-3.688920958,3.819492473,-0.299423729
-2.593688086,-3.687539529,4.001684773,-0.324150866
-2.770205604,-3.683310558,3.814137068,-0.300168236
-2.699226361,-3.259308672,4.00119122,-0.370369593
-2.980463448,-3.677420161,3.603365909,-0.279169962
-3.474147289,-4.181037474,3.605329567,-0.188528165
-2.772598799,-3.690807239,3.817147008,-0.298171489
-2.755039179,-3.676554527,3.821269193,-0.302395975
-2.599378041,-3.690609665,3.999735904,-0.323001169
-2.582611055,-3.679981022,4.005724325,-0.326401401
-2.790972731,-3.707313155,3.814922676,-0.293321123
-2.640026837,-3.341933165,3.60803657,-0.366499194
-2.240302645,-3.342385267,4.012245147,-0.455587527
-2.649457172,-3.339168026,3.593120789,-0.36651592
-2.977337811,-3.671145083,3.60054579,-0.280951487
-3.104794528,-4.195078961,4.003210712,-0.330418271
-3.265029836,-4.206124281,3.832232248,-0.186284749
-2.429864417,-3.350401582,3.822857279,-0.37506223
-3.118491629,-4.228981522,4.010697446,-0.328775522
-3.503277027,-4.185514852,3.591602911,-0.185410613
-3.094884424,-4.190550614,4.003640007,-0.330751094
-3.268041561,-4.213704725,3.834119686,-0.186350967
-3.300926413,-4.205812197,3.808208281,-0.179700228
-2.677729716,-3.368703503,3.603943969,-0.357892084
-2.60785128,-3.705730919,4.003606173,-0.32190885
-3.520026034,-4.206704365,3.598371861,-0.185313057
-3.029843966,-3.713163346,3.59889565,-0.271697345
-3.842012021,-2.675537684,3.601118351,-0.333988242
-3.205318296,-4.81791213,3.825222466,-0.314012999
-3.520506546,-4.213262113,3.604578959,-0.183112758
-2.252875713,-3.349174187,4.001615262,-0.449683309
-2.748929229,-3.76343908,3.599885848,-0.333559957
-2.81569387,-2.956165592,3.753214503,-0.261644268
-2.990217797,-3.68603191,3.600352351,-0.275240405
-2.782761657,-3.69617256,3.816303902,-0.298333502
-2.773826942,-3.69063241,3.821349388,-0.301367181
-2.259521162,-3.356336293,4.00367441,-0.448523534
-3.279173855,-4.198353664,3.817992059,-0.184003444
-2.774706488,-3.694586761,3.819731296,-0.298664982
-2.612576891,-3.709528407,3.998848954,-0.318405489
-2.424688313,-3.35102944,3.829873136,-0.374635014
-2.584177602,-3.681369688,4.004098861,-0.325063649
-2.583683419,-3.686162409,4.010019354,-0.326172483
-2.765058849,-3.693205758,3.828242871,-0.301215858
-3.281911033,-4.194802102,3.813652695,-0.183262544
-2.268245772,-3.369339348,4.005155331,-0.444954221
-2.259993216,-3.35717708,4.003072754,-0.446737214
-3.49985223,-4.184050507,3.594675281,-0.186966892
-2.426093377,-3.353033787,3.827326914,-0.372204904
-2.573241506,-3.670039845,4.006396648,-0.329624865
-3.101616146,-4.196967037,4.002869962,-0.329255147
-3.537258436,-4.20907772,3.588004231,-0.182931518
-2.255758088,-3.354108926,4.003903863,-0.448765874
-2.764238983,-3.701297342,3.835747135,-0.301431646
-2.752981996,-3.674544997,3.821667456,-0.303324047
-3.23218828,-4.170186855,3.825909981,-0.186663352
-2.411759914,-3.3412395,3.834323605,-0.37991599
-3.512117173,-4.196161466,3.595887776,-0.186021409
-2.593035129,-3.695980151,4.010195471,-0.324307695
-2.666598864,-3.358196011,3.600854315,-0.359975144
-2.586156827,-3.68663363,4.009076682,-0.326572529
-3.265141771,-4.194272394,3.822646842,-0.183877068
-3.002887834,-3.695967319,3.602914723,-0.274949799
-2.99040251,-3.686429781,3.603058188,-0.277163833
-2.657027177,-3.354455126,3.607012086,-0.36217235
-2.20228558,-4.108582369,3.776733562,-0.29933182
-3.298383349,-4.233663464,3.828586168,-0.181921142
-2.2529805,-3.350865391,4.004862586,-0.449102143
-3.273224413,-4.203788155,3.823851721,-0.184149452
-3.119317248,-4.211276083,4.00135483,-0.329151353
-2.251806304,-3.349278967,4.004882192,-0.44903051
-2.253451327,-3.35260517,4.007855229,-0.451586155
-2.655128336,-3.352562069,3.60740573,-0.364386472
-2.664452096,-3.361136268,3.610983093,-0.362479642
-2.658092215,-3.340827228,3.584257795,-0.362094295
-2.652731801,-3.345989463,3.596340437,-0.362471981
-3.065666521,-4.169946096,4.011161766,-0.335683755
-3.495397477,-4.19972117,3.611291801,-0.186598384
-2.664279397,-3.352409855,3.598017405,-0.362533291
-2.651977981,-3.351025499,3.607881881,-0.36354176
-3.499505945,-4.19729112,3.604044278,-0.186136726
-2.423835919,-3.343674785,3.816957557,-0.374635027
-2.434743805,-3.358052309,3.826767411,-0.37166944
-2.976578567,-3.674166548,3.605126342,-0.279813205
-2.59166986,-3.684854748,4.002977415,-0.325272288
-2.393192952,-2.430434409,3.994011628,-0.274886633
-3.266827546,-4.20661868,3.829874165,-0.185315155
-3.098061241,-4.192286474,4.00475231,-0.330579141
-2.656991558,-3.351941336,3.598082907,-0.360022081
-2.253949078,-3.355535442,4.009619963,-0.450313458
-2.657907965,-3.348899678,3.596673046,-0.362333023
-3.517800398,-4.211645624,3.603327991,-0.184064568
-2.419072846,-3.338716851,3.822192634,-0.377214625
-2.587066611,-3.691925315,4.012426815,-0.325690038
-3.260661189,-4.199873042,3.830433473,-0.185805817
-2.753232735,-3.672601043,3.818530485,-0.303439612
-2.251755874,-3.3489856,4.005490215,-0.451116157
-3.269612733,-4.186828016,3.815426306,-0.184048777
-3.10244061,-4.1929695,4.00183405,-0.328607481
-2.7521217,-3.684188849,3.831480393,-0.302948693
-2.992671967,-3.69077095,3.605932306,-0.276436073
-2.763558199,-3.693892707,3.830779672,-0.301658256
-2.650211228,-3.344446873,3.601344074,-0.363408297
-2.801056708,-3.710562086,3.809913073,-0.294449259
-3.120656571,-4.203539736,3.996373624,-0.327843272
-3.017310793,-3.708148351,3.605243913,-0.27268415
-2.748776723,-3.670644372,3.823041885,-0.3057509
-2.764379845,-3.694055861,3.827571757,-0.299044146
-2.57386274,-3.676805321,4.011671774,-0.329842447
-3.529279624,-4.213821789,3.597845715,-0.183544526
-3.087493888,-4.192546302,4.009860461,-0.332204156
-2.773241632,-3.697764615,3.820387989,-0.296294183
-2.653249021,-3.34560833,3.598252502,-0.363914288
-2.789067885,-3.031121286,3.825561679,-0.237322618
-2.755500711,-3.685961699,3.829563272,-0.302202831
-2.255429495,-3.353003331,4.005316345,-0.45044757
-2.251554889,-3.350322519,4.006787512,-0.451455857
-2.259199017,-3.352126975,3.997260829,-0.446031955
-2.581880177,-3.669436928,4.001356035,-0.326471086
-3.071723948,-4.175433668,4.011267829,-0.335810594
-2.770476375,-3.686462603,3.815608965,-0.299064108
-3.081896634,-4.184947296,4.01119114,-0.334936067
-3.286762931,-4.209928667,3.820012087,-0.182303012
-3.110950767,-4.212371513,4.008431826,-0.330635151
-2.432779665,-3.352974788,3.822306595,-0.373040685
-3.299327074,-4.234254014,3.825799298,-0.180437581
-2.657625091,-3.354342874,3.605058092,-0.36107886
-3.030899753,-3.702414766,3.586237091,-0.271906127
-2.777862861,-3.70080493,3.818892503,-0.295498566
-3.285551385,-4.198861338,3.812112014,-0.18091405
-2.989309984,-3.681568402,3.597969888,-0.277064377
-2.972034794,-3.672287529,3.604648326,-0.281603072
-2.638835204,-3.343503083,3.614388961,-0.365709756
-2.764387349,-3.691939135,3.827119778,-0.300144233
-3.114653757,-4.208780686,4.003402808,-0.329213694
-2.495078519,-4.515992243,3.841410962,-0.358815644
-3.485261975,-4.177933136,3.5971988,-0.187654131
-2.657530889,-3.351689617,3.602677189,-0.36377603
-3.832897966,-3.482369212,4.005846669,-0.236798697
-3.554966895,-4.235369586,3.599154535,-0.181300716
-2.258405784,-3.358902401,4.008292427,-0.449842908
-2.767045663,-3.695109541,3.825338172,-0.297704298
-2.747025326,-3.669929648,3.822330105,-0.306171347
-2.594369026,-3.696389621,4.00862245,-0.322449202
-2.591392895,-3.689875642,4.006395859,-0.325369766
-2.592835551,-3.699001105,4.012240331,-0.32297891
-2.669293187,-3.354903926,3.587939634,-0.358063644
-2.580206016,-3.676501667,4.006417671,-0.328520001
-2.587277693,-3.695014844,4.013181352,-0.324259669
-2.428720541,-3.355311248,3.83010466,-0.375072891
-3.255311545,-4.179079008,3.820811337,-0.186517228
-2.993004441,-3.681165052,3.593662396,-0.275682232
-2.972533882,-3.676945944,3.609115033,-0.279268967
-2.251245208,-3.347285769,4.003292431,-0.451643086
-2.646738398,-3.350248036,3.609982576,-0.364290885
-2.66744833,-3.358033734,3.598818106,-0.359927241
-2.59935891,-3.697351419,4.005495234,-0.323231062
-3.479789125,-4.175572234,3.595814309,-0.18674214
-2.253951175,-3.353836973,4.007878461,-0.451757832
-2.414845438,-3.334778019,3.823039696,-0.380107322
-2.666214655,-3.354270539,3.595177341,-0.360869367
-3.011292546,-3.701871114,3.600059349,-0.273707842
-3.100059103,-4.202776883,4.007576388,-0.330071579
-3.01182616,-3.695548725,3.591298044,-0.272322063
-3.251714518,-4.193980238,3.831468667,-0.186958424
-2.648316256,-3.349144679,3.606615372,-0.363171847
-2.578067243,-3.691000482,4.018233017,-0.325909368
-2.258818622,-3.355273702,4.003688862,-0.44758939
-3.301647413,-4.239106182,3.826468895,-0.181381388
-3.886516651,-2.786180501,3.825634909,-0.266937474
-2.645870422,-3.340167138,3.599998808,-0.365574563
-2.661334208,-3.351985957,3.597563834,-0.362378302
-2.235586257,-3.010028442,3.868392086,-0.32376063
-3.759881944,-3.75096546,3.706151133,-0.329603353
-2.660227301,-3.358660388,3.610165242,-0.362400985
-3.474380426,-4.178838481,3.605954199,-0.189816119
-2.436381099,-3.360147553,3.826549688,-0.371652581
-2.250144888,-3.348636257,4.008230434,-0.4524371
-3.290643951,-4.213662796,3.822863426,-0.183594667
-3.252192175,-4.191621168,3.82745176,-0.186138376
-2.435080055,-3.359099873,3.826855319,-0.373134943
-3.129832001,-4.225065786,4.003409377,-0.326583518
-3.49203815,-4.186694564,3.599902651,-0.187153187
-2.588431691,-3.683936304,4.005864713,-0.325344391
-2.428036639,-3.35672963,3.831239353,-0.374992258
-2.607302338,-3.704409642,4.001963902,-0.320176045
-3.0040941,-3.703526801,3.606906361,-0.27337342
-3.121355826,-4.220786399,4.007011294,-0.328938082
-3.482090536,-4.181258361,3.601855547,-0.188054157
-2.99794234,-3.692931409,3.602645018,-0.275867006
-3.266434141,-4.19706507,3.821769987,-0.183451103
-2.584397641,-3.686894938,4.012246463,-0.327972439
-3.276269825,-4.195419276,3.816975085,-0.183142399
-3.514017256,-4.204307377,3.595785824,-0.182258594
-2.580461537,-3.67878704,4.005992184,-0.325552334
-2.675496982,-3.360572637,3.596642019,-0.360524737
-2.75329957,-3.683769088,3.831629265,-0.305668731
-2.667867764,-3.352577404,3.590801991,-0.360087066
-2.254247878,-3.353495729,4.006112079,-0.449806178
-2.66275753,-3.359167347,3.606389993,-0.360432783
-2.777560172,-3.693826154,3.818358285,-0.299927913
-2.756847569,-3.684019437,3.826530801,-0.30346555
-2.99436843,-4.511273962,3.722322167,-0.301011891
-2.251788953,-3.353303749,4.010105721,-0.450492167
-3.091982669,-4.201514508,4.012250147,-0.330941142
-2.763700834,-3.689397556,3.82408923,-0.299049965
-2.198475456,-3.260770471,4.006209872,-0.302281043
-2.252221967,-3.354553583,4.011628278,-0.450527866
-2.245917735,-3.341945542,4.005330973,-0.452879356
-2.979690365,-3.669625898,3.593334634,-0.279370746
-2.993293858,-3.689866253,3.604143956,-0.276283187
-2.584858404,-3.685994578,4.009904031,-0.327419691
-2.754117021,-3.686682869,3.830568143,-0.301891947
-3.1174939,-4.210536152,4.004039808,-0.329972176
-2.765310476,-3.693903607,3.824990865,-0.300011929
-3.002038763,-3.690302817,3.598279599,-0.275903931
-3.249852914,-4.182594261,3.826045055,-0.186592138
-2.644598122,-3.345191942,3.608415429,-0.364892563
-2.643484003,-3.340453699,3.602825283,-0.366242351
-2.265354153,-3.360491556,3.998386882,-0.443796826
-2.427130449,-3.41073403,3.824425096,-0.210362709
-2.772312941,-3.690399923,3.816663793,-0.29898574
-2.987402694,-3.684509593,3.604277406,-0.276886918
-2.596814634,-3.699660408,4.010356672,-0.324939165
-3.279737553,-4.215584062,3.825935607,-0.184226889
-3.000929328,-3.697228195,3.605647474,-0.275380147
-3.07918414,-4.195115993,4.014671666,-0.33199182
-2.68939582,-3.371562289,3.594754142,-0.357243748
-3.537390803,-4.228099244,3.601473228,-0.182588514
-2.774989088,-3.696057017,3.824497707,-0.3022961
-2.421688703,-3.348262519,3.829284065,-0.376773599
-2.590980471,-3.692835669,4.009792977,-0.32646726
-2.774567669,-3.699532132,3.826906207,-0.301699936
-3.259087408,-4.195763697,3.830223759,-0.186708958
-2.257193838,-3.356597412,4.008286225,-0.450436804
-2.978943643,-3.673748653,3.600211523,-0.279274493
-2.432372818,-3.360048911,3.834043988,-0.373220927
-3.116655566,-4.216770839,4.003776012,-0.327193703
-3.551073416,-4.210379326,3.587095023,-0.18320059
-3.123720691,-4.221710154,4.00160514,-0.327232042
-3.245479771,-4.175076444,3.822150653,-0.188036497
-2.595236066,-3.701064266,4.009977999,-0.323349826
-2.587347158,-3.689628847,4.009197075,-0.325798704
-3.099619724,-4.197988357,4.005542225,-0.330364434
-2.573327252,-3.681175106,4.015051772,-0.328605277
-2.659589089,-3.347121176,3.590160196,-0.361559147
-2.750645184,-3.675172575,3.823280905,-0.305191468
-3.095126828,-4.192676454,4.007501732,-0.332039479
-2.988366663,-3.684600043,3.602061366,-0.276090826
-3.028631735,-3.70982893,3.596813064,-0.271564136
-3.099734276,-4.199140586,4.006458339,-0.329742752
-3.328302024,-4.246074661,3.823080911,-0.179191506
-2.755333427,-3.680431512,3.825438364,-0.302686658
-2.443463181,-3.357614424,3.811878024,-0.370576987
-3.10233359,-4.188703903,4.001065293,-0.331265898
-2.256238015,-3.357335728,4.009462938,-0.449830346
-2.570053672,-3.675227117,4.013847325,-0.329229351
-3.561663499,-4.238000597,3.599533519,-0.180566893
-2.665570387,-3.363139153,3.608432741,-0.359573916
-3.283541253,-4.208547891,3.821959906,-0.183722012
-2.772804032,-3.693703842,3.822968224,-0.30041745
-2.638659627,-3.347248317,3.617265586,-0.366418826
-3.257062449,-4.185519803,3.821720173,-0.185502001
-2.248403192,-3.343121698,4.00356552,-0.4503384
-3.112702044,-4.21282198,4.006866107,-0.331347693
-3.128479768,-4.212271546,3.996777815,-0.328318332
-3.286787958,-4.214314052,3.821591647,-0.18195416
-2.259303478,-3.35870643,4.002701558,-0.443758173
-2.588238105,-3.692014667,4.010308249,-0.325415334
-3.524955714,-4.212527081,3.597931949,-0.184270123
-3.478233426,-4.17719814,3.599060138,-0.186394324
-2.590327362,-3.688263219,4.005925526,-0.324293771
-3.28236884,-4.196590134,3.816289012,-0.184686698
-2.799882908,-12.16611038,3.951497957,-0.368115284
-2.25816072,-3.358391387,4.007101965,-0.448795102
-2.875364121,-4.856061561,3.887718605,-0.189501914
-2.436027833,-3.358005621,3.820847568,-0.371448687
-3.08739331,-4.188519954,4.008830437,-0.33305231
-2.436188369,-3.36418141,3.833464904,-0.372641054
-2.419238374,-3.343692442,3.82849981,-0.377859508
-2.756480639,-3.685216921,3.829349321,-0.303138686
-2.420897731,-3.346758764,3.83198732,-0.379344245
-2.577669702,-3.673150695,4.007585177,-0.327901079
-2.268168828,-3.362318183,3.998777042,-0.444463365
-3.471816635,-4.173912917,3.598774667,-0.187207557
-2.657506398,-3.353880675,3.60660668,-0.363019401
-2.646857829,-3.347410564,3.612405782,-0.365446939
-2.778443289,-3.689365745,3.810668628,-0.29714493
-2.47400429,-4.581551518,3.884958487,-0.338519249
-2.596763256,-3.697361189,4.007265207,-0.32398939
-2.678893535,-3.360000941,3.584744996,-0.355138161
-2.246363196,-3.348321067,4.011395819,-0.452589933
-2.546468889,-3.088168201,3.847885807,-0.262702179
-2.586480803,-3.686632179,4.008014835,-0.324825009
-2.606872374,-3.711879314,4.007016799,-0.319474855
-3.269341741,-4.192414472,3.819030996,-0.185422294
-2.665481037,-3.361061423,3.608129751,-0.362445466
-3.004865653,-3.697690438,3.605706811,-0.276589151
-3.114407847,-4.21792873,4.006829516,-0.32843911
-2.261646807,-3.360317215,4.005265905,-0.447489916
-2.766173523,-3.68612829,3.821958775,-0.300712661
-2.994841487,-3.691897279,3.604917397,-0.275896854
